date,NO2,CO,O3,SO2,aerosol_index,temperature,dewpoint,pressure,wind_u,wind_v,precipitation,temp_surface,lon,lat
2020-02-12,3.51282525444791E-5,0.026363867368000473,0.11263757903464683,4.877911134206444E-5,-1.2714040426184332,284.2755985151453,281.77586661944724,68226.09482317315,-0.5466791838957649,-0.8527774037418103,0.0057517725158172375,,-74.2236,-13.1631
2020-02-13,3.381230605578956E-5,0.026986314600199464,0.11103171916022826,1.5050294963049143E-6,-1.7527936159466238,284.33093971448335,281.4317711815505,68144.0490927369,-0.6122597835965937,-0.8845037006223343,0.006629655237511577,14767.631790633604,-74.2236,-13.1631
2020-02-14,3.5656078126264076E-5,0.025382398663227227,0.11198872818802877,-1.2056539982021716E-4,-1.9270734498341726,284.3648644690387,280.6363675230276,68207.97684823435,-0.6835665915706411,-0.8859133979778633,0.0037571688895002672,,-74.2236,-13.1631
2020-02-15,3.48284443976798E-5,0.026575653740574714,0.11313552820771179,-2.2907097366093655E-5,-2.3257168450912316,285.22627568775385,280.36070721766504,68242.17672235073,-0.726596686779148,-0.9138065937908242,8.266282989644095E-4,14712.12207841876,-74.2236,-13.1631
2020-02-16,3.6493242848097274E-5,0.026804999187215645,0.11255771933733737,-2.6915966263885706E-5,-1.0798608532560108,285.1294073083174,281.70018509938467,68171.62351513484,-0.5888951753508618,-1.0117739525761427,0.004244171895349825,14459.509938243837,-74.2236,-13.1631
2020-02-17,3.996994833212643E-5,0.026553127914296586,0.11511598242504734,1.0721616744470648E-4,-1.4453131788519102,285.13477551942754,280.7077487152738,68135.18689548528,-0.5220810662771559,-1.0613062040040624,9.92636889535745E-4,14821.031319910513,-74.2236,-13.1631
2020-02-18,3.726885910507572E-5,0.0252233629764523,0.11717390321999087,2.8485856194637876E-6,-1.6739403871375786,285.08789689506705,281.41420024719565,68192.10581043431,-0.5442004642539274,-1.0704923214851174,0.002701238653862364,,-74.2236,-13.1631
2020-02-19,3.531176283861027E-5,0.025329211642592223,0.11448850157015132,4.826508748354105E-6,-1.7818634431641749,285.27540057323233,281.84711281809246,68218.72070071631,-0.45567809936097714,-0.8803780360266944,0.0038432857777508994,14807.035938934574,-74.2236,-13.1631
2020-02-20,3.135559353053866E-5,0.023645477768158996,0.11496466011905104,8.38981854391209E-5,-2.0095834826984604,285.4613053637056,281.5564179990568,68164.02712851777,-0.11679270249758629,-0.05303402577542819,0.008897876185814543,,-74.2236,-13.1631
2020-02-21,3.604959584133436E-5,,0.11270126650424223,,-1.072167355881338,285.0848647024815,280.17704513251,68217.9715367077,-0.12479808443212932,0.29799343744850404,0.010792224248319717,,-74.2236,-13.1631
2020-02-22,3.593179130934252E-5,0.028578079747832604,0.11404163200350056,-2.61638225816635E-4,-1.0956887740363166,283.8058880578913,281.25149366959226,68292.40133618751,-0.452479214301515,-0.8492143679328311,0.018138707323639404,,-74.2236,-13.1631
2020-02-23,3.860091391285008E-5,0.024621443168760623,0.11470682665768761,8.767932007841364E-5,-1.5264213258601589,283.88050795883623,281.4869530453087,68286.47388339131,-0.5964596425764378,-0.8170104541690231,0.004634902516091643,14207.533263488736,-74.2236,-13.1631
2020-02-24,4.121055412310296E-5,0.024590155766076482,0.11378074217412172,2.2630975611670734E-5,-1.6846762982002992,285.56026706463854,281.9934027998472,68163.94958053481,-0.4122810115807455,-0.13110137294585103,0.009314580742125279,15015.38526356671,-74.2236,-13.1631
2020-02-25,3.5597029525418756E-5,0.024062816819382066,0.11386998978847797,-4.29887402660485E-5,-2.716877634843172,285.1825692371332,282.248817512257,68154.32127458863,-0.42676486604682273,-0.4260142344633364,0.0071335041688759026,14710.14863240988,-74.2236,-13.1631
2020-02-26,3.3408107814126986E-5,,0.11209536604317459,,-1.6268170927244723,285.2112922882829,281.67848005331797,68207.87296874837,-0.5298586462851763,-0.3483325006422364,0.011843326695991502,,-74.2236,-13.1631
2020-02-27,4.076852751051189E-5,0.026360055900956723,0.11211398376511868,-9.4145487222529E-6,-1.370152428090064,284.4372605451776,281.2186847768637,68290.67682735594,-0.403140054058165,-0.3519218161754325,0.013182720943210737,,-74.2236,-13.1631
2020-02-28,3.697197139884824E-5,0.02787995108494464,0.11167087934002735,,-1.3049209753937099,284.8921830225619,281.1524554216444,68286.19789366852,-0.7406353257942309,-0.8114828538257197,0.005442346199811443,,-74.2236,-13.1631
2020-02-29,3.254421136358411E-5,0.025957121052940034,0.11205287933426232,,-1.0581442168837045,284.7662406180237,281.77390929607066,68344.38283037012,-0.6365705666026973,-0.9833061036595432,0.004443266870880519,14746.561981190158,-74.2236,-13.1631
2020-03-01,3.498880087495678E-5,0.026365511231127816,0.11299963132320932,-4.0351582881649895E-5,-2.209945021362539,284.27308818993623,282.0564669243912,68373.65036730097,-0.4711923869632738,-0.966611212463221,0.012382311078180936,,-74.2236,-13.1631
2020-03-02,3.661031944340947E-5,0.027063883345197583,0.11358125968997955,7.109487566275386E-5,-2.4634269063797958,284.4637432424381,281.0900739175776,68333.37398839234,-0.6452463302791573,-1.095246444491211,0.007568929644055494,14829.23998075626,-74.2236,-13.1631
2020-03-03,3.9109570820123585E-5,0.023215861582559186,0.11319545985696065,1.1811915870883976E-4,-1.1685293887309733,285.0623750727377,281.23464474371167,68259.43234942098,-0.7080518689680118,-0.885539329127244,0.004153570710192875,14644.704558212645,-74.2236,-13.1631
2020-03-04,3.559406192997093E-5,0.023056596527320918,0.11465446639606355,1.4720890035952225E-4,-1.8158413734725667,284.75520323137954,281.64099034111274,68303.13308178527,-0.665326577442118,-1.0348853484997962,0.004103974120411747,14899.792510702777,-74.2236,-13.1631
2020-03-05,4.025701461705689E-5,0.02459613075909378,0.11327928607643552,9.659616371997827E-5,-1.506544478794969,284.6408299915841,281.82256874504105,68374.74373519846,-0.7156499725314324,-0.9209948585381436,0.004285749913482721,14692.926337513887,-74.2236,-13.1631
2020-03-06,3.4601373563714165E-5,0.025152963856602692,0.11151124434139707,-2.912402239042246E-5,-2.0120725701318487,284.09008017059205,282.0413561172429,68345.69670364927,-0.5911208421825104,-0.7964490751261087,0.009246496727944324,14733.116818978071,-74.2236,-13.1631
2020-03-07,3.4695326107845134E-5,0.020815225391062037,0.1119197974689844,-6.97780024988902E-5,-2.10508281487241,283.9172070778813,281.5100907447154,68267.25303315649,-0.3403817970214367,-0.9535813733992328,0.0040067171964202385,14547.244303285634,-74.2236,-13.1631
2020-03-08,3.564805215993281E-5,0.018564597973189045,0.11172134203150864,,-1.0429981396768817,284.4058232802458,281.5236106175773,68244.20995583633,-0.4817921557623592,-0.9232408705873529,0.0033913510372972143,,-74.2236,-13.1631
2020-03-09,3.544096222443774E-5,0.02062059486822959,0.11281200824792786,3.590073050730012E-5,-1.1410814627597126,284.23149532037064,281.3075122416916,68359.9156784014,-0.5048090450981656,-0.7266414737066412,0.003627655151542415,14938.084812474197,-74.2236,-13.1631
2020-03-10,3.837666262253201E-5,0.016407740404136034,0.11459946062846267,7.35983320752327E-5,-1.3872958014192913,284.36807000172263,280.7860548182415,68360.44901456893,-0.401593622277271,-0.5992390832172547,0.0031376469307241124,14734.431570270726,-74.2236,-13.1631
2020-03-11,4.2466609651194636E-5,0.017862241282053246,0.11164183934368926,3.0873695988858175E-4,-1.6020214011110299,283.9654330517083,279.7823012001632,68238.69612677641,-0.26958159121539604,-0.28865469050893955,0.0025243729087682434,15005.420219664973,-74.2236,-13.1631
2020-03-12,3.517594091366947E-5,0.020550060970950825,0.1124145624769927,-3.3121324395546046E-5,-2.1686267118487046,283.9848853910667,280.5577347559532,68157.63339535885,-0.6305098129567742,-0.9032398388133958,0.004808846473626927,,-74.2236,-13.1631
2020-03-13,3.439555547880898E-5,0.0198981649477659,0.11092279643928943,1.1783573104831182E-5,-1.7374312370618963,284.25665839853184,279.64614488094526,68271.15379557488,-0.4516390493960164,-0.7913423534184878,0.0011715904250303158,14950.770256005982,-74.2236,-13.1631
2020-03-14,3.460857868258663E-5,0.02236391503997694,0.11169554476988358,2.9859093065997617E-5,-0.89921204292816,284.7332208733009,280.5088539468638,68335.97073968433,-0.43786885519122964,-0.814895987450077,0.0023849444390897177,14683.354804012113,-74.2236,-13.1631
2020-03-15,3.9465172065377E-5,0.02462522989575866,0.11155050305399024,4.4084614599031214E-5,-1.5783605169072403,284.7187809695838,281.231153008686,68310.75902059636,-0.4928569010852174,-0.6110329347870128,0.007493990450296418,,-74.2236,-13.1631
2020-03-16,3.344207996812175E-5,0.023396466590814777,0.11233614875454542,,-1.1692843559778765,284.7498206069667,281.72638015256496,68213.36855464331,-0.5193037836469022,-0.7245590948407925,0.009262964444790299,14771.383997786983,-74.2236,-13.1631
2020-03-17,3.540623335423156E-5,0.022795907355284643,0.11279234855119576,3.526404852395016E-6,-1.7303175230304435,283.5102997904742,280.0459083608612,68230.4053961181,0.1674698097353248,-0.3722081822010407,0.020497066045318674,,-74.2236,-13.1631
2020-03-18,3.341976552848123E-5,0.023647387326601228,0.11308989298699036,,-1.647584581096033,283.72802665574153,281.2016281094502,68204.45766232244,-0.513606050884803,-0.5992900603735664,0.007095293659234844,,-74.2236,-13.1631
2020-03-19,3.208045746123464E-5,,0.11315081570636383,1.3336911829319267E-4,-0.7902079334426073,284.30255777739114,281.7286408897485,68234.26937472797,-0.5629554101174589,-0.2621434870781128,0.011038662198098586,14614.792701117938,-74.2236,-13.1631
2020-03-20,3.471699853726275E-5,0.02574189922277316,0.11163778226844993,,-0.6015380718308299,284.5098430066568,281.56909566215234,68152.81930593155,-0.21601463227474058,-0.2655182080802234,0.010586922610941903,,-74.2236,-13.1631
2020-03-21,3.8126379280003936E-5,0.028366367506582366,0.11224883469512995,-7.854050160924815E-5,-1.1873056381136105,283.86568486196023,279.9901825951996,68089.74222332423,-0.4977992275864983,0.3138736619232393,0.012663763294086413,,-74.2236,-13.1631
2020-03-22,3.351487626610758E-5,0.030542608919863812,0.11185590509001085,1.6056964689531318E-5,-1.7798079074391577,283.75165704983544,280.25251281794993,68151.23855062101,-0.5147401796885532,-0.06067117911473899,0.009841321189632333,,-74.2236,-13.1631
2020-03-23,3.572195385364957E-5,0.029642911949267554,0.11223141083653836,6.492753576514674E-5,-2.3174674255789665,283.46938047471195,280.872432223805,68309.65748385775,-0.7534864988154376,-0.9514491663263417,0.0037239891709317558,14158.397098807854,-74.2236,-13.1631
2020-03-24,3.947206916233704E-5,0.024869201163430724,0.11152640828128976,6.676416017035979E-5,-1.646644397499017,283.73517747335245,279.9616070219844,68353.05236719544,-0.400075895315886,-0.6198809558852825,7.235422239186725E-4,,-74.2236,-13.1631
2020-03-25,3.672054402737001E-5,0.027737435085152664,0.11223403539628345,9.97666435705711E-5,-1.5176374431232798,284.28078510325577,280.47411203743513,68209.64696441237,-0.38553953168093413,-0.4824133838766216,0.0025115460706591286,14380.468050245767,-74.2236,-13.1631
2020-03-26,3.6830186922692024E-5,0.025727107779538978,0.1128355122860304,4.1318348850164894E-5,-1.5577621716147438,284.7219263346055,282.0943684510465,68104.578179659,-0.21289084134485808,-0.5038931265219738,0.008551653221360289,14007.4375,-74.2236,-13.1631
2020-03-27,4.0893930798771124E-5,0.02675186944385027,0.11313716791023626,5.3450429400632196E-5,-1.949632902397318,284.58469432538124,280.758613225183,68030.96071559069,-0.5924707763470205,-0.7344661730943564,0.0024257337528871045,,-74.2236,-13.1631
2020-03-28,3.479958687842226E-5,0.02992878111494946,0.1118015765024346,,-1.265348873038282,283.971778490948,281.7635402743472,68034.86698293568,-0.5932681603657045,-0.7896733849347223,0.01642980553482318,,-74.2236,-13.1631
2020-03-29,3.2768961863632744E-5,0.03148513787344035,0.11250860435956184,,-1.9220261941511465,283.3526126627084,280.1621017894958,68179.82426007581,-0.5450218635546824,-0.8532334233610618,0.01208192118568766,14467.917073170733,-74.2236,-13.1631
2020-03-30,3.2934861180346076E-5,0.029239260963379306,0.11123054186880327,,-0.47659834761785763,283.42071039627376,280.66540259592824,68263.6880445642,-0.26717465192538603,-1.1638110117122795,0.0064215194850912455,13733.15023793338,-74.2236,-13.1631
2020-03-31,3.259246850159882E-5,0.027712183153672923,0.11271866085188849,,-0.809204072122926,283.2445552740396,280.3118960470364,68236.95300211926,-0.46781216216815197,-0.952395565841197,0.0045878763431446345,,-74.2236,-13.1631
2020-04-01,3.4647489838255334E-5,0.025461343733871145,0.11428628931750633,1.712103923860881E-5,-1.7893931640786966,283.64363177904505,279.8580580619694,68268.61359243207,-0.5372283165758386,-0.9868243021807728,0.001805553473213132,14559.243929597244,-74.2236,-13.1631
2020-04-02,3.292422942818644E-5,0.02382862688575816,0.11375683989720023,3.485028973294143E-5,-2.5778906376616013,283.1553821674926,279.2684658914728,68430.92026327531,-0.4275025971788427,-0.8280786769652445,0.0010048645550137238,,-74.2236,-13.1631
2020-04-03,3.339254292408595E-5,0.022474474510057962,0.11034299249304247,9.149256964558438E-5,-2.0979052561479983,283.6452628417836,279.55223483475964,68390.84632775496,-0.4535338560452842,-0.8214631817562745,9.525504160956855E-4,,-74.2236,-13.1631
2020-04-04,3.450756736711409E-5,0.01986445654673505,0.1092008856794234,1.5007753137363095E-4,-0.9440445421753756,284.10092847898255,280.5289210025757,68234.66608279948,-0.5955950008075228,-0.8078329389169683,0.0014247775311854926,,-74.2236,-13.1631
2020-04-05,3.2644024650777426E-5,0.019692813868478924,0.10864323583551312,1.3054411959998529E-4,-1.0322304298016978,284.0151841012378,281.53501790665064,68264.75134435619,-0.41693251715524354,-0.34409592556609575,0.007141711785016005,14804.622233507635,-74.2236,-13.1631
2020-04-06,3.281515446235152E-5,0.01950671686458735,0.10986883564779715,-2.8557064039892524E-6,-1.6924723361299738,284.1812992849315,280.7455640850283,68361.47826251072,-0.23694490021076248,-0.5356370503400173,0.0017820506436884004,14610.001374712632,-74.2236,-13.1631
2020-04-07,3.9064685574959356E-5,0.020098364244250815,0.10620154853189569,-1.445520449509803E-5,-2.0622988182522026,284.2014116000011,281.48704674599804,68419.27089412061,-0.4936770405403125,-0.884582587128415,0.0016682380057886493,14546.0,-74.2236,-13.1631
2020-04-08,3.744817322051175E-5,0.021062775243610367,0.10692187963897407,-1.5823579855551596E-5,-2.361631017979522,284.403821822478,281.17532377037554,68378.71424939139,-0.6573044326654469,-0.5975198646212967,0.0035354599489383393,14494.909737482403,-74.2236,-13.1631
2020-04-09,3.36671259603292E-5,0.021104699848658096,0.10975471659242243,1.208685634888478E-4,-1.4618131733913304,284.7025847641551,281.2328228248217,68330.9725755519,-0.5477248070145957,-0.6172893791619984,0.0053762459602266196,,-74.2236,-13.1631
2020-04-10,3.38599863451537E-5,0.02053021003416512,0.11039439004742317,1.5250719365251795E-4,-0.864011646980464,284.4615592531083,280.58274680763,68287.71103518046,-0.4367280459813991,-0.40909785560507594,0.002555156600801241,14918.59244189728,-74.2236,-13.1631
2020-04-11,3.922352932158291E-5,0.018306988236620653,0.11024178229067697,1.870633463682901E-5,-1.0263943900320744,284.4748996253538,277.9641735437873,68272.6901409583,-0.3851952321080952,0.04840379839996354,2.276133963518286E-4,14741.95356330728,-74.2236,-13.1631
2020-04-12,3.596865620492956E-5,0.0191955540079365,0.10777500817724797,5.801480750809761E-5,-1.3872092079879657,283.7846533859944,277.3399485243647,68301.37149696304,-0.2474647757599984,-0.11590027258427973,5.587820808537597E-4,14989.123441446252,-74.2236,-13.1631
2020-04-13,3.60550613549445E-5,0.019405573845708193,0.11041933287986501,-1.972180323387752E-4,-2.1239303709391715,284.52541539996173,280.10392963736086,68314.87366920973,-0.6298543137217139,-0.2904209823881493,0.0010759620283237149,14601.673334522546,-74.2236,-13.1631
2020-04-14,3.628255318946818E-5,0.018770596435516405,0.11108556204160223,1.4128244923925033E-4,-1.7226200205705346,283.7934602120748,275.9983798088935,68197.90964796781,-0.19249637316549875,0.1733214109222834,3.5909402039855534E-5,14997.29115916811,-74.2236,-13.1631
2020-04-15,3.988221825924879E-5,0.020013340995252857,0.11226107905552825,-4.191219745680325E-5,-0.8958229040639523,283.971069673611,276.93804808891616,68144.85385290574,-0.3664840369197437,-0.10936936730963949,2.826656911659541E-4,14978.612370842962,-74.2236,-13.1631
2020-04-16,3.698141658624532E-5,0.02017014165871801,0.11027263085523903,4.782166986348533E-5,-1.3605521993316985,283.4227836496323,278.9176065613147,68275.16151355302,-0.6164379253443593,-0.4651097713780379,0.0030250473084937187,14448.296256442201,-74.2236,-13.1631
2020-04-17,3.420961525704208E-5,0.022072850149409906,0.10830949123021667,1.4597683081056688E-4,-1.109106245772826,282.7467413831806,279.8094821454889,68401.39523002678,-0.7897523980986617,-1.0566039871812531,0.005818059224748567,14940.238243940425,-74.2236,-13.1631
2020-04-18,3.58885556397351E-5,0.023630105548578223,0.11165576173770556,-8.058686960441902E-6,-2.007083561150071,282.08997488439877,279.0908550540648,68436.4459103296,-0.6249197165314221,-1.0931254440693916,0.003938191304899077,,-74.2236,-13.1631
2020-04-19,3.4326265006942825E-5,0.02412786708669221,0.11176398088345561,-7.397990151645906E-5,-1.9719734292528763,282.04212280705445,277.9915643279414,68412.56114401018,-0.3647204433409776,-0.7141664802914891,7.038963835240348E-4,14972.008010407324,-74.2236,-13.1631
