date,NO2,CO,O3,SO2,aerosol_index,temperature,dewpoint,pressure,wind_u,wind_v,precipitation,temp_surface,lon,lat
2020-01-01,4.264970055679623E-5,0.0195942058641698,0.11064935410993007,-1.2728760098358665E-5,-1.3528207557119916,284.5205407921745,281.1618945857618,68071.40576342965,-0.45108975765670695,-0.5491448345151484,0.006381991232266258,,-74.2236,-13.1631
2020-01-02,3.454199622371032E-5,0.02151697581496287,0.1100343952935506,7.938187238359238E-7,-2.1831379760008573,283.6579992472659,281.07739446665494,68116.57958561661,-0.6142323767944933,-0.7704771320813316,0.011007243372118558,,-74.2236,-13.1631
2020-01-03,3.819101933367501E-5,0.02312733134650019,0.11110292537198979,1.261639786698815E-6,-2.399998464357897,284.2674070601436,281.2873908561154,68272.36769877152,-0.6025679246470678,-0.8828172008810047,0.006570991692831354,14637.956074096388,-74.2236,-13.1631
2020-01-04,3.314999319230218E-5,,0.11186804353872543,-1.0826174195889778E-4,-1.729175476980833,285.25133712820866,281.66903896123256,68277.42351907067,-0.18356518231355695,-0.6929871819524394,0.012758397801750301,,-74.2236,-13.1631
2020-01-05,3.403382850911707E-5,0.019796106964349747,0.1113771909133758,,-0.9260279409288777,285.65624054910074,279.87907352892427,68130.58263491679,-0.014523538998689875,0.5036184748716527,0.004514403434100569,14747.490246121188,-74.2236,-13.1631
2020-01-06,3.937023591358949E-5,0.019378725007188836,0.10941065577705815,1.398458757255126E-4,-1.45524815366711,285.94593569482504,278.68104237995857,68031.02082673363,-0.13545881081189734,0.26230696283916466,6.138989213454546E-4,,-74.2236,-13.1631
2020-01-07,3.6967244179567666E-5,0.016334595158696175,0.10949079992302856,1.6292789714889702E-4,-1.965742468517142,285.1895155558961,279.9239232601651,68063.85822991037,-0.3353242105846658,-0.36260286547088505,0.0012800084811122533,14542.105302172062,-74.2236,-13.1631
2020-01-08,3.8366989790747734E-5,0.01870834791356581,0.1130258185233002,-1.1699700183224321E-4,-2.5813133262005925,284.5789249180103,280.1262995690302,68171.35248111935,-0.41320678621375423,-0.3556011773672282,0.0013987289196285319,14953.336397821697,-74.2236,-13.1631
2020-01-09,3.4129039599469426E-5,,0.11096288102147128,,-1.5282180977746682,284.02959123668154,281.5622971747613,68188.05961939391,-0.5233500974500916,-0.9313801388083581,0.008818019850450115,15083.41731441698,-74.2236,-13.1631
2020-01-10,3.686434095155951E-5,0.016184874771809302,0.11173403901461368,3.8843768239698074E-5,-0.8472211957141246,284.04350125692036,279.9380664301102,68204.00709036812,-0.4255348558453316,-0.8562916102221478,0.0013623725552322173,14856.402633738382,-74.2236,-13.1631
2020-01-11,3.8165618901671975E-5,0.01989882018039903,0.11240504772499137,-1.1109900243678902E-5,-1.2050299969078782,284.244523788097,280.1896117866197,68204.36603735544,-0.5417718893035971,-0.5825921629881545,0.0016855125373279373,15141.84229094642,-74.2236,-13.1631
2020-01-12,4.153509354686464E-5,0.019916644712546557,0.11214534896191813,4.142120502780166E-5,-1.3572194233975827,284.42513296494076,280.1515279539563,68237.87027434005,-0.5884944770073299,-0.8491838015785849,0.00304713688587833,15125.853286455287,-74.2236,-13.1631
2020-01-13,4.219106828810712E-5,0.018890894378800534,0.11274816296562362,-5.546205532626323E-5,-2.1280140975336064,284.7589431174951,279.936260855338,68197.24659242838,-0.5560401580123131,-0.9447537798633516,0.0023338686686213265,,-74.2236,-13.1631
2020-01-14,3.3797819706272235E-5,0.021001000315523266,0.11065724013839152,,-1.592579277840691,284.58420581061847,280.1228373418396,68122.82185239354,-0.6883279839848228,-1.0071189168412458,0.002023067296030348,,-74.2236,-13.1631
2020-01-15,3.503311310164757E-5,,0.11212019189095386,,-0.5258964781638805,283.671834535675,280.75868797898767,68135.38281571704,-0.5998398087164213,-0.7319204820415919,0.0063180362485123,,-74.2236,-13.1631
2020-01-16,3.503377046961103E-5,0.01952743329571958,0.11465786064628597,-1.434367709718494E-5,-1.0566557405492225,283.58369406982837,280.28862437425676,68274.73687593767,-0.7169050741935901,-0.9062885040482496,0.004553456878486901,,-74.2236,-13.1631
2020-01-17,3.629691755330028E-5,0.020789620512118998,0.1155329480419893,1.188436708120695E-5,-1.3877462536474297,283.51630069009553,279.82996858791506,68379.04732774844,-0.6110634663508029,-1.2320338401913282,0.002564051922340704,14505.575184745912,-74.2236,-13.1631
2020-01-18,3.356245702466108E-5,0.015486652962863447,0.11282506640219947,,-0.966157261376485,283.8609629809841,280.9573352863596,68361.05326839173,-0.7135335238336894,-1.1051432172526665,0.005770177418342907,,-74.2236,-13.1631
2020-01-19,3.5448050976544915E-5,0.02259406279655144,0.11537420907032327,-1.4250834591781939E-6,-1.4917583020466776,284.49830450706486,280.42413458299825,68336.87055850857,-0.6461757604193379,-0.8606524113503121,0.0028216791026068337,,-74.2236,-13.1631
2020-01-20,3.586057554139991E-5,,0.11289924740222144,6.722858440164826E-5,-1.2624974865880751,285.32918214806494,281.14486773063794,68288.2042406377,-0.5096823280771459,-0.8515505438078177,0.0020529764592856635,,-74.2236,-13.1631
2020-01-21,3.56639789218215E-5,,0.11310631671817019,,-0.6309610154661104,285.49236675031176,281.4694880376772,68175.86199123978,-0.3312111887502973,0.06524276634003427,0.008617218827696418,,-74.2236,-13.1631
2020-01-22,4.031783482588749E-5,0.017828436896160732,0.1131200385220859,,-1.361474468336698,285.239672097496,281.87638749406017,68082.86442755008,-0.5314628629310674,-0.11951578378807334,0.010999208491474026,,-74.2236,-13.1631
2020-01-23,4.00129595462052E-5,0.02116996848522674,0.11215903870795646,-2.2467025294604177E-5,-1.7662576946312118,284.2880053493126,280.68805500826346,68151.30281553356,-0.6806179489852381,-0.10443625561038218,0.023061472043440008,15018.157263184357,-74.2236,-13.1631
2020-01-24,3.773808111840988E-5,0.023774604471763224,0.11296791247872788,-1.4602981098944684E-4,-1.4884810014827599,284.57332322063206,281.94198787927405,68183.40678943267,-0.7036442841617195,-0.848956166761085,0.007255090936506556,,-74.2236,-13.1631
2020-01-25,3.751059538273448E-5,0.02110984313196621,0.11536759803324949,3.8066518806699307E-5,-2.319796900533747,285.0994861988391,281.0427826295036,68269.5912838759,-0.7627289155341098,-0.830715261113124,0.002974507482417536,14373.0,-74.2236,-13.1631
2020-01-26,3.911216842092568E-5,0.02144925460146567,0.11369839614710388,-2.0940524476153862E-5,-1.0896177446976623,285.33743093022036,280.30270093498206,68332.12079831386,-0.4452336942886403,-0.5889953196633245,0.0012601276571813788,,-74.2236,-13.1631
2020-01-27,4.0664611668281017E-5,0.020725006170260768,0.11385663412163129,1.4958448297186636E-6,-0.8983217156845446,286.03594209885006,279.80786686432253,68286.56509869717,-0.37571744192760365,-0.6235989055669748,5.580313746931028E-4,14987.829369261974,-74.2236,-13.1631
2020-01-28,4.238694293398395E-5,0.022119188529133246,0.11464613687958905,1.0404528292363374E-4,-1.7444157143862637,285.81036893408833,281.2130154323594,68202.18256403427,-0.3413227530717044,-0.3275814280422494,0.010145790613099117,14937.475767558213,-74.2236,-13.1631
2020-01-29,3.68326107873223E-5,0.01831399360273883,0.11487868594788209,,-1.7582982684564525,284.3977470202437,281.12326253608177,68130.3791657109,-0.4466501976185774,-0.6404143414956812,0.003948823303488861,,-74.2236,-13.1631
2020-01-30,3.1547466178871806E-5,0.023501821244508534,0.1131256496030984,-6.607963654429473E-5,-1.5531742411704939,284.28213706467807,281.30437850090465,68179.50503302118,-0.5300124551943476,-1.049609963816687,0.0034964277577660746,14942.058396500057,-74.2236,-13.1631
2020-01-31,3.817293974831469E-5,0.02320958002756544,0.11269455881010045,4.959852459995263E-5,-1.4315262714521808,283.988141153784,280.7142554463471,68299.33669072157,-0.22002842552073626,-0.8522110056023066,0.0070185270465324325,,-74.2236,-13.1631
2020-02-01,3.9310127670970246E-5,0.02360098687605711,0.11068571679481645,-7.189593367646843E-5,-1.1186398486321165,284.5030288004913,280.233800263881,68301.27853512278,-0.6124968668254238,-0.8570060426276357,0.0010940398690248642,,-74.2236,-13.1631
2020-02-02,3.91950976936837E-5,0.025322447358255066,0.11081888451112473,-1.5011626262146192E-5,-1.3102651301941328,284.5270591404488,280.94878755938663,68311.91440035701,-0.8141117563892902,-0.6723783390608649,0.0035102020597609835,14536.927323388918,-74.2236,-13.1631
2020-02-03,3.501662756285576E-5,0.025081133360483957,0.11111408372072996,3.911575736894706E-5,-1.321710221830696,285.19452569217856,281.96586215800943,68296.00142249424,-0.6610957757291409,-0.7050398393606033,0.013138378203634846,,-74.2236,-13.1631
2020-02-04,3.763700709377545E-5,0.0230942971525579,0.11144395392285217,4.863016075300367E-5,-2.301012491648193,284.8094390929822,281.1108364161785,68231.96741617758,-0.6340001178767074,-0.798402922927626,0.0036696976980567413,14612.24892038762,-74.2236,-13.1631
2020-02-05,3.889491469753311E-5,0.02029566662751308,0.11197118897448181,1.1120287644719665E-4,-1.5141610082158625,285.13200322922995,281.08292624045407,68124.95065145908,-0.4917044630617329,-0.7503083386303756,0.010910677920357712,,-74.2236,-13.1631
2020-02-06,3.4554787592660735E-5,0.02553168332807995,0.1115251445911421,2.4944470346695287E-5,-1.5192863533150018,284.6378285288193,281.2206414304499,68134.17928425055,-0.7045236563035793,-0.6912553821301243,0.008476318789087847,14535.86449399657,-74.2236,-13.1631
2020-02-07,3.345735978291775E-5,0.023404657021221135,0.11266946441859256,-1.768447216808296E-5,-0.8867853007436011,285.2013660311344,281.5242513559714,68178.66429556033,-0.714187881949493,-0.45383474423401177,0.005121526293007298,14204.646008141563,-74.2236,-13.1631
2020-02-08,3.59168667566069E-5,0.022425123846945824,0.1121588062952586,4.3204763983357305E-5,-1.345948313097646,284.516432889021,282.1767427338185,68163.1504933048,-0.6970663620754828,-0.5147278724074086,0.014734956463298464,14715.962952421612,-74.2236,-13.1631
2020-02-09,3.482677809594518E-5,0.025709049703377545,0.11235431993563492,,-1.0512564825107669,284.500347395097,281.37126023693935,68177.23922824035,-0.6730666780655576,-0.5155996152765453,0.009601497037899417,,-74.2236,-13.1631
2020-02-10,3.3552705188953774E-5,0.02873385353845491,0.11249045918306755,,-2.0639162187223326,283.90140090960466,280.9355542937232,68213.84480578995,-0.8312055571908177,-1.0578961901423931,0.0036692671904874105,14701.378937615813,-74.2236,-13.1631
2020-02-11,3.5436690326329944E-5,0.029246427224451955,0.11297357960700313,-1.1186837596558037E-4,-1.1052913216791516,284.27790150746506,281.62660119141094,68252.61879605368,-0.7804540165247872,-1.1639263851357777,0.00554061622828571,14511.527206370272,-74.2236,-13.1631
